"","jugador","jug","eq","broker","media_sm","media","ef","rent","reg","jornada","val","j1","j2","j3","j4","j5","j6","j7"
"208","Mike Tobey","M. Tobey","BAR",420000,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"209","Jared Harper","J. Harper","VBC",489494,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"210","Jordan Caroline","J. Caroline","BAX",350000,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"211","Matthias Tass","M. Tass","BAX",350000,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"212","Aday Mara","A. Mara","CAZ",289134,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"213","Eulis Báez","E. Báez","BET",303278,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"214","Pierre Oriola","P. Oriola","GIR",6613,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"215","Álvaro Muñoz","Á. Muñoz","MOB",165313,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"216","Vitor Benite","V. Benite","GCA",195000,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"217","Jaume Sorolla","J. Sorolla","GIR",168619,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"218","Alberto Abalde","A. Abalde","RMB",146193,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"219","Chris Wright","C. Wright","CAZ",357000,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"220","Eli Ndiaye","E. Ndiaye","RMB",93402,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"221","Ignacio Rosa","I. Rosa","SBB",96572,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"222","Michael Caicedo","M. Caicedo","BAR",90072,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"223","Guillem Jou","G. Jou","BAX",244375,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"224","Nigel Williams-Goss","N. Williams-Goss","RMB",202300,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"225","Javi García","J. García","CAZ",75039,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"226","Agustín Ubal","A. Ubal","SBB",88741,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"227","Rafael Villar","R. Villar","BAR",76766,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"228","Ramon Vilà","R. Vilà","COV",99181,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"229","Rodijs Macoha","R. Macoha","FUE",55299,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"230","Lucas Marí","L. Marí","VBC",85000,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"231","Jonathan Kasibabu","J. Kasibabu","BRE",126456,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"232","Pablo Almazán","P. Almazán","BET",71658,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"233","Carlos Alocén","C. Alocén","RMB",160000,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"234","Jarrod Jones","J. Jones","JOV",317810,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"235","Erik Quintela","E. Quintela","BRE",137275,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"236","Oliver Stevic","O. Stevic","GCA",170000,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"237","Babatunde Olumuyiwa","B. Olumuyiwa","BAX",312800,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"238","Adam Hanga","A. Hanga","RMB",245650,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"239","Sergio Rodríguez F.","S. Rodríguez F.","LNT",140000,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"240","Rudy Fernández","R. Fernández","RMB",3e+05,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"241","Martin Hermannsson","M. Hermannsson","VBC",260000,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"242","Jordi Rodríguez","J. Rodríguez","JOV",85000,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"243","Yannick Nzosa","Y. Nzosa","BET",144500,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"244","Dan Duscak","D. Duscak","GCA",106250,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"245","Millán Jiménez","M. Jiménez","VBC",120000,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"246","Pep Busquets","P. Busquets","JOV",108055,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"247","Mario Saint-Supery","M. Saint-Supery","UNI",102000,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"248","Dejan Todorovic","D. Todorovic","COV",297500,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"249","Miguel Allen","M. Allen","JOV",1e+05,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"250","Matija Samar","M. Samar","FUE",85000,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"251","Osas Ehigiator","O. Ehigiator","FUE",175000,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"252","Anthony Randolph","A. Randolph","RMB",180000,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"253","Lucas Langarita","L. Langarita","CAZ",90000,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"254","Nikola Mirotic","N. Mirotic","BAR",750000,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"255","Hugo González","H. González","RMB",126500,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"256","Tomeu Rigo","T. Rigo","SBB",125000,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"257","Rubén López","R. López","GCA",44371,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"258","David Mutaf","D. Mutaf","GCA",70625,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"259","Niels Giffey","N. Giffey","UCM",252500,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"260","Tyson Pérez","T. Pérez","BAX",258750,0,0,0,0,0,"j1",NA,NA,NA,NA,NA,NA,NA,NA
"261","Ladji Coulibaly","L. Coulibaly","BAX",85000,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"262","Kassius Robertson","K. Robertson","MOB",595000,0,0,0,0,0,"j1",0,NA,NA,NA,NA,NA,NA,NA
"263","Jasiel Rivero","J. Rivero","VBC",905111,29.4,29.4,0,1.6,4.5,"j2",36,22.8,NA,NA,NA,NA,NA,NA
"264","Jared Harper","J. Harper","VBC",489494,26.4,26.4,0,2.7,0,"j2",26.4,NA,NA,NA,NA,NA,NA,NA
"265","Ethan Happ","E. Happ","BRE",952222,26.4,26.4,0,1.4,2,"j2",13.2,39.6,NA,NA,NA,NA,NA,NA
"266","Marc Gasol","M. Gasol","GIR",1123333,24.5,24.5,0,1.1,2.6,"j2",15,34,NA,NA,NA,NA,NA,NA
"267","Jerrick Harding","J. Harding","BAX",834444,23.8,23.8,0,1.4,2.4,"j2",33.6,14,NA,NA,NA,NA,NA,NA
"268","Darius Thompson","D. Thompson","BKN",911250,22.4,22.4,0,1.2,3.5,"j2",16,28.8,NA,NA,NA,NA,NA,NA
"269","Scott Bamforth","S. Bamforth","BRE",688889,22.2,22.2,0,1.6,3.4,"j2",28.8,15.6,NA,NA,NA,NA,NA,NA
"270","Nihad Djedovic","N. Djedovic","UNI",672222,21.6,21.6,0,1.6,9,"j2",19.2,24,NA,NA,NA,NA,NA,NA
"271","Adam Smith","A. Smith","SBB",394444,21.6,21.6,0,2.7,2.6,"j2",30,13.2,NA,NA,NA,NA,NA,NA
"272","Chris Jones","C. Jones","VBC",954444,21,21,0,1.1,11.7,"j2",19.2,22.8,NA,NA,NA,NA,NA,NA
"273","Guerschon Yabusele","G. Yabusele","RMB",960000,20.4,20.4,0,1.1,0,"j2",20.4,20.4,NA,NA,NA,NA,NA,NA
"274","Thomas Scrubb","T. Scrubb","MOB",911111,20.3,20.3,0,1.1,4.3,"j2",25,15.6,NA,NA,NA,NA,NA,NA
"275","Kameron Taylor","K. Taylor","GIR",698889,19.5,19.5,0,1.4,3,"j2",13,26,NA,NA,NA,NA,NA,NA
"276","Thad McFadden","T. McFadden","UCM",494444,19.3,19.3,0,2,1.3,"j2",33.6,5,NA,NA,NA,NA,NA,NA
"277","Dzanan Musa","D. Musa","RMB",880000,19.2,19.2,0,1.1,2,"j2",28.8,9.6,NA,NA,NA,NA,NA,NA
"278","Nikola Kalinic","N. Kalinic","BAR",493333,19.1,19.1,0,1.9,3.2,"j2",13.2,25,NA,NA,NA,NA,NA,NA
"279","Matt Costello","M. Costello","BKN",960000,18.9,18.9,0,1,4.8,"j2",15,22.8,NA,NA,NA,NA,NA,NA
"280","Ante Tomic","A. Tomic","JOV",1147778,18.5,18.5,0,0.8,7.4,"j2",16,21,NA,NA,NA,NA,NA,NA
"281","Dragan Bender","D. Bender","MOB",1017778,18.5,18.5,0,0.9,37,"j2",19,18,NA,NA,NA,NA,NA,NA
"282","Thomas Bropleh","T. Bropleh","COV",600875,18.3,18.3,0,1.5,6.8,"j2",21,15.6,NA,NA,NA,NA,NA,NA
"283","Rokas Jokubaitis","R. Jokubaitis","BAR",665556,18.2,18.2,0,1.4,8.3,"j2",20.4,16,NA,NA,NA,NA,NA,NA
"284","Edy Tavares","E. Tavares","RMB",828889,18,18,0,1.1,0,"j2",18,18,NA,NA,NA,NA,NA,NA
"285","Luke Maye","L. Maye","COV",657500,18,18,0,1.4,3,"j2",24,12,NA,NA,NA,NA,NA,NA
"286","Toni Nakic","T. Nakic","BRE",548750,17.4,17.4,0,1.6,4.1,"j2",21.6,13.2,NA,NA,NA,NA,NA,NA
"287","Ludde Hakanson","L. Hakanson","SBB",807500,17.4,17.4,0,1.1,5.8,"j2",20.4,14.4,NA,NA,NA,NA,NA,NA
"288","Bruno Fitipaldo","B. Fitipaldo","LNT",336667,16.8,16.8,0,2.5,14,"j2",18,15.6,NA,NA,NA,NA,NA,NA
"289","Jeff Withey","J. Withey","SBB",750000,16.8,16.8,0,1.1,7,"j2",14.4,19.2,NA,NA,NA,NA,NA,NA
"290","Kyle Guy","K. Guy","JOV",471111,16.5,16.5,0,1.8,2.2,"j2",24,9,NA,NA,NA,NA,NA,NA
"291","Mario Hezonja","M. Hezonja","RMB",635556,16.2,16.2,0,1.3,1.1,"j2",1.2,31.2,NA,NA,NA,NA,NA,NA
"292","Sasu Salin","S. Salin","LNT",675556,16.2,16.2,0,1.2,3.9,"j2",12,20.4,NA,NA,NA,NA,NA,NA
"293","Guillem Vives","G. Vives","JOV",386667,16,16,0,2.1,1.6,"j2",26,6,NA,NA,NA,NA,NA,NA
"294","Miquel Salvó","M. Salvó","GCA",764444,16,16,0,1,8,"j2",14,18,NA,NA,NA,NA,NA,NA
"295","Bojan Dubljevic","B. Dubljevic","VBC",804444,15.6,15.6,0,1,4.3,"j2",19.2,12,NA,NA,NA,NA,NA,NA
"296","John Shurna","J. Shurna","GCA",722857,15.3,15.3,0,1.1,51,"j2",15,15.6,NA,NA,NA,NA,NA,NA
"297","Álex Abrines","Á. Abrines","BAR",442000,15,15,0,1.7,5,"j2",18,12,NA,NA,NA,NA,NA,NA
"298","Olek Balcerowski","O. Balcerowski","GCA",587778,14.7,14.7,0,1.3,1.3,"j2",3,26.4,NA,NA,NA,NA,NA,NA
"299","Dusan Ristic","D. Ristic","FUE",801111,14.5,14.5,0,0.9,2.6,"j2",20,9,NA,NA,NA,NA,NA,NA
"300","Sertaç Sanli","S. Sanli","BAR",420000,14.4,14.4,0,1.7,4,"j2",10.8,18,NA,NA,NA,NA,NA,NA
"301","Jeremy Senglin","J. Senglin","FUE",414444,14,14,0,1.7,14,"j2",15,13,NA,NA,NA,NA,NA,NA
"302","Jovan Novak","J. Novak","FUE",738889,14,14,0,0.9,0,"j2",14,14,NA,NA,NA,NA,NA,NA
"303","Mamadou Niang","M. Niang","COV",703576,13.9,13.9,0,1,4.8,"j2",11,16.8,NA,NA,NA,NA,NA,NA
"304","Elgin Cook","E. Cook","LNT",462222,13.8,13.8,0,1.5,4.6,"j2",10.8,16.8,NA,NA,NA,NA,NA,NA
"305","Sergio Rodríguez","S. Rodríguez","RMB",532500,13.2,13.2,0,1.2,2.2,"j2",7.2,19.2,NA,NA,NA,NA,NA,NA
"306","Jan Vesely","J. Vesely","BAR",627778,13.2,13.2,0,1.1,1.8,"j2",20.4,6,NA,NA,NA,NA,NA,NA
"307","Tadas Sedekerskis","T. Sedekerskis","BKN",670000,12.8,12.8,0,1,1.5,"j2",4,21.6,NA,NA,NA,NA,NA,NA
"308","Francis Alonso","F. Alonso","SBB",358889,12.6,12.6,0,1.8,1.4,"j2",3.6,21.6,NA,NA,NA,NA,NA,NA
"309","Sergi García","S. García","BRE",397778,12.6,12.6,0,1.6,7,"j2",10.8,14.4,NA,NA,NA,NA,NA,NA
"310","Tim Abromaitis","T. Abromaitis","LNT",388889,12.6,12.6,0,1.6,7,"j2",10.8,14.4,NA,NA,NA,NA,NA,NA
"311","Howard Sant-Roos","H. Sant-Roos","CAZ",655556,12.5,12.5,0,1,2.8,"j2",8,17,NA,NA,NA,NA,NA,NA
"312","Dusan Miletic","D. Miletic","GIR",454444,12,12,0,1.3,4,"j2",9,15,NA,NA,NA,NA,NA,NA
"313","Fran Guerra","F. Guerra","LNT",309135,12,12,0,1.9,0,"j2",NA,12,NA,NA,NA,NA,NA,NA
"314","Jeremiah Hill","J. Hill","BET",397778,12,12,0,1.5,1.7,"j2",19,5,NA,NA,NA,NA,NA,NA
"315","Marcus Lee","M. Lee","BAX",442857,12,12,0,1.4,0,"j2",12,12,NA,NA,NA,NA,NA,NA
"316","Shannon Evans","S. Evans","BET",847500,12,12,0,0.7,3,"j2",16,8,NA,NA,NA,NA,NA,NA
"317","Alex Renfroe","A. Renfroe","COV",815556,11.8,11.8,0,0.7,3.1,"j2",8,15.6,NA,NA,NA,NA,NA,NA
"318","Damien Inglis","D. Inglis","GCA",817778,11.8,11.8,0,0.7,3.1,"j2",8,15.6,NA,NA,NA,NA,NA,NA
"319","Rokas Giedraitis","R. Giedraitis","BKN",606667,11.8,11.8,0,1,3.1,"j2",8,15.6,NA,NA,NA,NA,NA,NA
"320","Vanja Marinkovic","V. Marinkovic","BKN",331250,11.5,11.5,0,1.7,23,"j2",11,12,NA,NA,NA,NA,NA,NA
"321","Marek Blazevic","M. Blazevic","MOB",285903,11.5,11.5,0,2,23,"j2",11,12,NA,NA,NA,NA,NA,NA
"322","Nemanja Nenadic","N. Nenadic","BRE",466667,11.4,11.4,0,1.2,2.1,"j2",6,16.8,NA,NA,NA,NA,NA,NA
"323","Sergio Llull","S. Llull","RMB",585000,11.4,11.4,0,1,3.8,"j2",8.4,14.4,NA,NA,NA,NA,NA,NA
"324","Artem Pustovyi","A. Pustovyi","UCM",404444,11.1,11.1,0,1.4,5.3,"j2",13.2,9,NA,NA,NA,NA,NA,NA
"325","Juampi Vaulet","J. Vaulet","BAX",455556,11,11,0,1.2,11,"j2",12,10,NA,NA,NA,NA,NA,NA
"326","Cristiano Felicio","C. Felicio","COV",801111,10.9,10.9,0,0.7,1.8,"j2",5,16.8,NA,NA,NA,NA,NA,NA
"327","Ferran Bassas","F. Bassas","GCA",475556,10.8,10.8,0,1.1,2.2,"j2",6,15.6,NA,NA,NA,NA,NA,NA
"328","Moussa Diagne","M. Diagne","LNT",362222,10.8,10.8,0,1.5,9,"j2",12,9.6,NA,NA,NA,NA,NA,NA
"329","Prince Ali","P. Ali","COV",440000,10.5,10.5,0,1.2,0.8,"j2",-3,24,NA,NA,NA,NA,NA,NA
"330","Augusto Lima","A. Lima","UNI",425556,10.4,10.4,0,1.2,1.9,"j2",4.8,16,NA,NA,NA,NA,NA,NA
"331","Brancou Badio","B. Badio","BAX",280000,10.4,10.4,0,1.9,26,"j2",10.8,10,NA,NA,NA,NA,NA,NA
"332","Arturs Kurucs","A. Kurucs","BKN",300643,10.4,10.4,0,1.7,1.6,"j2",4,16.8,NA,NA,NA,NA,NA,NA
"333","Vincent Poirier","V. Poirier","RMB",650000,10.2,10.2,0,0.8,1.9,"j2",15.6,4.8,NA,NA,NA,NA,NA,NA
"334","Michale Kyser","M. Kyser","SBB",696667,10.2,10.2,0,0.7,1.9,"j2",15.6,4.8,NA,NA,NA,NA,NA,NA
"335","Aaron Doornekamp","A. Doornekamp","LNT",514444,10.2,10.2,0,1,3.4,"j2",13.2,7.2,NA,NA,NA,NA,NA,NA
"336","Marcelinho Huertas","M. Huertas","LNT",595556,10.2,10.2,0,0.9,3.4,"j2",7.2,13.2,NA,NA,NA,NA,NA,NA
"337","Dylan Osetkowski","D. Osetkowski","UNI",661111,10.1,10.1,0,0.8,3.3,"j2",13.2,7,NA,NA,NA,NA,NA,NA
"338","Amar Sylla","A. Sylla","BET",321111,10,10,0,1.6,1.7,"j2",4,16,NA,NA,NA,NA,NA,NA
"339","Christian Mekowulu","C. Mekowulu","CAZ",704444,10,10,0,0.7,0,"j2",10,10,NA,NA,NA,NA,NA,NA
"340","Jaime Fernández","J. Fernández","LNT",711111,9.6,9.6,0,0.7,0,"j2",9.6,9.6,NA,NA,NA,NA,NA,NA
"341","Volodymyr Gerun","V. Gerun","BET",390000,9.5,9.5,0,1.2,2.1,"j2",5,14,NA,NA,NA,NA,NA,NA
"342","Justin Hamilton","J. Hamilton","BAX",403750,9.5,9.5,0,1.2,1.1,"j2",18,1,NA,NA,NA,NA,NA,NA
"343","Nico Laprovittola","N. Laprovittola","BAR",645000,9.5,9.5,0,0.7,3.8,"j2",12,7,NA,NA,NA,NA,NA,NA
"344","Nico Brussino","N. Brussino","GCA",832222,9.3,9.3,0,0.6,1.5,"j2",3,15.6,NA,NA,NA,NA,NA,NA
"345","Iván Cruz","I. Cruz","LNT",314755,9,9,0,1.4,1.4,"j2",15.6,2.4,NA,NA,NA,NA,NA,NA
"346","Bassala Bagayoko","B. Bagayoko","FUE",372403,9,9,0,1.2,2.3,"j2",5,13,NA,NA,NA,NA,NA,NA
"347","Lasan Kromah","L. Kromah","FUE",577778,9,9,0,0.8,4.5,"j2",7,11,NA,NA,NA,NA,NA,NA
"348","Pep Busquets","P. Busquets","JOV",108055,9,9,0,4.2,0,"j2",9,NA,NA,NA,NA,NA,NA,NA
"349","Quino Colom","Q. Colom","GIR",525556,9,9,0,0.9,9,"j2",8,10,NA,NA,NA,NA,NA,NA
"350","Steven Enoch","S. Enoch","BKN",466512,8.9,8.9,0,1,2.2,"j2",13,4.8,NA,NA,NA,NA,NA,NA
"351","Khalifa Diop","K. Diop","GCA",302222,8.8,8.8,0,1.5,11,"j2",8,9.6,NA,NA,NA,NA,NA,NA
"352","Henry Ellenson","H. Ellenson","JOV",641111,8.5,8.5,0,0.7,17,"j2",9,8,NA,NA,NA,NA,NA,NA
"353","Joel Parra","J. Parra","JOV",730000,8.5,8.5,0,0.6,5.7,"j2",7,10,NA,NA,NA,NA,NA,NA
"354","Justinian Jessup","J. Jessup","CAZ",595677,8.5,8.5,0,0.7,17,"j2",9,8,NA,NA,NA,NA,NA,NA
"355","Simon Birgander","S. Birgander","JOV",471111,8.5,8.5,0,0.9,1.5,"j2",14,3,NA,NA,NA,NA,NA,NA
"356","Ignacio Rosa","I. Rosa","SBB",96572,8.4,8.4,0,4.3,0,"j2",8.4,NA,NA,NA,NA,NA,NA,NA
"357","BJ Johnson III","B. Johnson III","BET",471111,8,8,0,0.8,8,"j2",7,9,NA,NA,NA,NA,NA,NA
"358","Giordano Bortolani","G. Bortolani","BAX",342857,8,8,0,1.2,2,"j2",12,4,NA,NA,NA,NA,NA,NA
"359","Sam Van Rossom","S. Van Rossom","VBC",315913,7.8,7.8,0,1.2,1.4,"j2",2.4,13.2,NA,NA,NA,NA,NA,NA
"360","James Anderson","J. Anderson","UCM",381372,7.4,7.4,0,1,2.2,"j2",10.8,4,NA,NA,NA,NA,NA,NA
"361","Víctor Claver","V. Claver","VBC",226313,7.2,7.2,0,1.6,3,"j2",4.8,9.6,NA,NA,NA,NA,NA,NA
"362","Nikola Radicevic","N. Radicevic","SBB",368333,7.2,7.2,0,1,3,"j2",4.8,9.6,NA,NA,NA,NA,NA,NA
"363","Marko Lukovic","M. Lukovic","BRE",336375,7.2,7.2,0,1.1,0,"j2",7.2,7.2,NA,NA,NA,NA,NA,NA
"364","Eulis Báez","E. Báez","BET",303278,7,7,0,1.2,0,"j2",7,NA,NA,NA,NA,NA,NA,NA
"365","Will Thomas","W. Thomas","UNI",302222,6.9,6.9,0,1.1,1.8,"j2",10.8,3,NA,NA,NA,NA,NA,NA
"366","Nemanja Radovic","N. Radovic","UCM",596667,6.9,6.9,0,0.6,1.8,"j2",10.8,3,NA,NA,NA,NA,NA,NA
"367","Gabriel Deck","G. Deck","RMB",593333,6.9,6.9,0,0.6,0.7,"j2",16.8,-3,NA,NA,NA,NA,NA,NA
"368","Alberto Díaz","A. Díaz","UNI",465556,6.8,6.8,0,0.7,2.4,"j2",9.6,4,NA,NA,NA,NA,NA,NA
"369","Jordan Sakho","J. Sakho","UCM",141111,6.8,6.8,0,2.4,2.4,"j2",9.6,4,NA,NA,NA,NA,NA,NA
"370","Klemen Prepelic","K. Prepelic","VBC",169217,6.7,6.7,0,2,0.9,"j2",-1,14.4,NA,NA,NA,NA,NA,NA
"371","Xavi Rabaseda","X. Rabaseda","SBB",374444,6.6,6.6,0,0.9,1.2,"j2",1.2,12,NA,NA,NA,NA,NA,NA
"372","Denzel Andersson","D. Andersson","SBB",405556,6.6,6.6,0,0.8,3.7,"j2",8.4,4.8,NA,NA,NA,NA,NA,NA
"373","Tryggvi Hlinason","T. Hlinason","CAZ",293750,6.5,6.5,0,1.1,13,"j2",7,6,NA,NA,NA,NA,NA,NA
"374","Rodions Kurucs","R. Kurucs","BET",192500,6.5,6.5,0,1.7,1,"j2",13,0,NA,NA,NA,NA,NA,NA
"375","Santi Yusta","S. Yusta","CAZ",487778,6.5,6.5,0,0.7,13,"j2",6,7,NA,NA,NA,NA,NA,NA
"376","Travis Trice","T. Trice","UCM",790000,6,6,0,0.4,0.9,"j2",-1,13,NA,NA,NA,NA,NA,NA
"377","Andrew Albicy","A. Albicy","GCA",427500,6,6,0,0.7,1,"j2",0,12,NA,NA,NA,NA,NA,NA
"378","David Walker","D. Walker","MOB",312222,6,6,0,1,1,"j2",0,12,NA,NA,NA,NA,NA,NA
"379","Hugo González","H. González","RMB",126500,0,6,0,0,0,"j2",6,0,NA,NA,NA,NA,NA,NA
"380","Marcel Ponitka","M. Ponitka","CAZ",370300,6,6,0,0.8,6,"j2",7,5,NA,NA,NA,NA,NA,NA
"381","Rodijs Macoha","R. Macoha","FUE",55299,6,6,0,5.4,0,"j2",6,NA,NA,NA,NA,NA,NA,NA
"382","Dani Pérez","D. Pérez","BAX",298889,5.9,5.9,0,1,1.2,"j2",10.8,1,NA,NA,NA,NA,NA,NA
"383","David Kravish","D. Kravish","UNI",448889,5.9,5.9,0,0.7,5.4,"j2",4.8,7,NA,NA,NA,NA,NA,NA
"384","Leo Westermann","L. Westermann","MOB",379500,5.9,5.9,0,0.8,5.4,"j2",7,4.8,NA,NA,NA,NA,NA,NA
"385","Kendrick Perry","K. Perry","UNI",365196,5.8,5.8,0,0.8,2.6,"j2",3.6,8,NA,NA,NA,NA,NA,NA
"386","Markus Howard","M. Howard","BKN",325000,5.7,5.7,0,0.9,0.7,"j2",-3,14.4,NA,NA,NA,NA,NA,NA
"387","Tyson Carter","T. Carter","UNI",4e+05,5.6,5.6,0,0.7,3.5,"j2",7.2,4,NA,NA,NA,NA,NA,NA
"388","Edgar Vicedo","E. Vicedo","MOB",237778,5.5,5.5,0,1.2,11,"j2",5,6,NA,NA,NA,NA,NA,NA
"389","Pepe Pozas","P. Pozas","BET",94474,5.5,5.5,0,2.9,2.2,"j2",3,8,NA,NA,NA,NA,NA,NA
"390","Phil Scrubb","P. Scrubb","MOB",517778,5.5,5.5,0,0.5,11,"j2",5,6,NA,NA,NA,NA,NA,NA
"391","Tomas Satoransky","T. Satoransky","BAR",462222,5.3,5.3,0,0.6,1.2,"j2",9.6,1,NA,NA,NA,NA,NA,NA
"392","Oscar Da Silva","O. Da Silva","BAR",587778,5.1,5.1,0,0.4,2.4,"j2",7.2,3,NA,NA,NA,NA,NA,NA
"393","Eric Vila","E. Vila","GIR",265556,5,5,0,0.9,5,"j2",4,6,NA,NA,NA,NA,NA,NA
"394","James Webb III","J. Webb III","VBC",348833,4.8,4.8,0,0.7,0,"j2",NA,4.8,NA,NA,NA,NA,NA,NA
"395","Petr Cornelie","P. Cornelie","RMB",313750,4.8,4.8,0,0.8,0,"j2",4.8,4.8,NA,NA,NA,NA,NA,NA
"396","Josep Puerto","J. Puerto","VBC",248750,4.8,4.8,0,1,2,"j2",7.2,2.4,NA,NA,NA,NA,NA,NA
"397","Justus Hollatz","J. Hollatz","BRE",322222,4.8,4.8,0,0.7,1.3,"j2",1.2,8.4,NA,NA,NA,NA,NA,NA
"398","Tomás Bellas","T. Bellas","UCM",296571,4.7,4.7,0,0.8,1.3,"j2",8.4,1,NA,NA,NA,NA,NA,NA
"399","Ryan Luther","R. Luther","UCM",150861,4.6,4.6,0,1.5,1.8,"j2",7.2,2,NA,NA,NA,NA,NA,NA
"400","Andres Feliz","A. Feliz","JOV",557342,4.5,4.5,0,0.4,1.3,"j2",1,8,NA,NA,NA,NA,NA,NA
"401","Dino Radoncic","D. Radoncic","CAZ",391111,4.5,4.5,0,0.6,9,"j2",5,4,NA,NA,NA,NA,NA,NA
"402","Lluis Costa","L. Costa","COV",313333,4.5,4.5,0,0.7,1,"j2",9,0,NA,NA,NA,NA,NA,NA
"403","Marcis Steinbergs","M. Steinbergs","BAX",226250,4.5,4.5,0,1,0.7,"j2",-2,11,NA,NA,NA,NA,NA,NA
"404","Máximo Fjellerup","M. Fjellerup","GIR",280313,4.5,4.5,0,0.8,3,"j2",6,3,NA,NA,NA,NA,NA,NA
"405","Melvin Ejim","M. Ejim","UNI",382813,4.5,4.5,0,0.6,3,"j2",6,3,NA,NA,NA,NA,NA,NA
"406","Pere Tomàs","P. Tomàs","COV",278889,4.5,4.5,0,0.8,3,"j2",3,6,NA,NA,NA,NA,NA,NA
"407","Rihards Lomazs","R. Lomazs","CAZ",159734,4.5,4.5,0,1.4,9,"j2",5,4,NA,NA,NA,NA,NA,NA
"408","Xabi López-Arostegui","X. López-Arostegui","VBC",350353,4.2,4.2,0,0.6,2.3,"j2",2.4,6,NA,NA,NA,NA,NA,NA
"409","Jonah Radebaugh","J. Radebaugh","VBC",125922,4.2,4.2,0,1.7,1.4,"j2",7.2,1.2,NA,NA,NA,NA,NA,NA
"410","Oriol Paulí","O. Paulí","BAR",352222,4.2,4.2,0,0.6,1,"j2",8.4,0,NA,NA,NA,NA,NA,NA
"411","Daulton Hommes","D. Hommes","BKN",530643,4.1,4.1,0,0.4,0.5,"j2",-5,13.2,NA,NA,NA,NA,NA,NA
